Site,DateTime,Season,HourlySpill,HourlyFlow,FBElevation,PHMin,DailySpillCap,SummerSpillTarget,12HrAvgTDG_FB,TDGStnd_FB,12HrAvgTDG_TR,TDGStnd_TR,Comments
LGR,6/21/2025 0:00,Summer    ,22.2,34.8,733.65,12,35,18,111,115,112,120,
LGR,6/21/2025 1:00,Summer    ,18.5,31.2,733.68,12,35,18,111,115,112,120,
LGR,6/21/2025 2:00,Summer    ,18.5,31.2,733.75,12,35,18,111,115,112,120,
LGR,6/21/2025 3:00,Summer    ,18.6,31.4,733.82,12,35,18,111,115,112,120,
LGR,6/21/2025 4:00,Summer    ,18.8,31.5,733.89,12,35,18,111,115,112,120,
LGR,6/21/2025 5:00,Summer    ,18.9,31.5,733.94,12,35,18,111,115,112,120,
LGR,6/21/2025 6:00,Summer    ,18.8,31.4,733.97,12,35,18,111,115,112,120,
LGR,6/21/2025 7:00,Summer    ,18.6,31.7,734.03,12,35,18,111,115,112,120,
LGR,6/21/2025 8:00,Summer    ,18.6,41.4,733.96,12,35,18,111,115,112,120,
LGR,6/21/2025 9:00,Summer    ,18.6,43.7,733.98,12,35,18,111,115,112,120,
LGR,6/21/2025 10:00,Summer    ,18.6,43.6,733.94,12,35,18,111,115,112,120,
LGR,6/21/2025 11:00,Summer    ,18.4,43,733.83,12,35,18,111,115,112,120,
LGR,6/21/2025 12:00,Summer    ,18.3,42.9,733.82,12,35,18,111,115,112,120,
LGR,6/21/2025 13:00,Summer    ,18.3,42.9,733.79,12,35,18,111,115,112,120,
LGR,6/21/2025 14:00,Summer    ,18.2,43,733.69,12,35,18,111,115,112,120,
LGR,6/21/2025 15:00,Summer    ,18.2,43,733.67,12,35,18,111,115,112,120,
LGR,6/21/2025 16:00,Summer    ,18.2,42.7,733.65,12,35,18,111,115,112,120,
LGR,6/21/2025 17:00,Summer    ,18.1,42.6,733.57,12,35,18,111,115,112,120,
LGR,6/21/2025 18:00,Summer    ,18,44.5,733.53,12,35,18,111,115,112,120,
LGR,6/21/2025 19:00,Summer    ,18,42.9,733.5,12,35,18,111,115,112,120,
LGR,6/21/2025 20:00,Summer    ,17.9,42.6,733.45,12,35,18,111,115,112,120,
LGR,6/21/2025 21:00,Summer    ,17.9,42.4,733.39,12,35,18,111,115,112,120,
LGR,6/21/2025 22:00,Summer    ,17.8,42.5,733.35,12,35,18,111,115,112,120,
LGR,6/21/2025 23:00,Summer    ,17.8,42.3,733.37,12,35,18,111,115,112,120,
LGR,6/22/2025 0:00,Summer    ,17.9,31,733.47,12,35,18,109,115,111,120,
LGR,6/22/2025 1:00,Summer    ,17.9,30.6,733.49,12,35,18,109,115,111,120,
LGR,6/22/2025 2:00,Summer    ,18,30.6,733.61,12,35,18,109,115,111,120,
LGR,6/22/2025 3:00,Summer    ,18.1,30.8,733.72,12,35,18,109,115,111,120,
LGR,6/22/2025 4:00,Summer    ,18.2,30.9,733.75,12,35,18,109,115,111,120,
LGR,6/22/2025 5:00,Summer    ,18.3,31,733.84,12,35,18,109,115,111,120,
LGR,6/22/2025 6:00,Summer    ,18.4,32.3,733.84,12,35,18,109,115,111,120,
LGR,6/22/2025 7:00,Summer    ,18,44.1,733.82,12,35,18,109,115,111,120,
LGR,6/22/2025 8:00,Summer    ,18,43.5,733.84,12,35,18,109,115,111,120,
LGR,6/22/2025 9:00,Summer    ,17.9,43.6,733.77,12,35,18,109,115,111,120,
LGR,6/22/2025 10:00,Summer    ,17.8,43.6,733.71,12,35,18,109,115,111,120,
LGR,6/22/2025 11:00,Summer    ,17.8,43.5,733.7,12,35,18,109,115,111,120,
LGR,6/22/2025 12:00,Summer    ,17.8,43.5,733.65,12,35,18,109,115,111,120,
LGR,6/22/2025 13:00,Summer    ,17.8,43.4,733.58,12,35,18,109,115,111,120,
LGR,6/22/2025 14:00,Summer    ,18,43.6,733.57,12,35,18,109,115,111,120,
LGR,6/22/2025 15:00,Summer    ,18,43.9,733.5,12,35,18,109,115,111,120,
LGR,6/22/2025 16:00,Summer    ,18,43.7,733.43,12,35,18,109,115,111,120,
LGR,6/22/2025 17:00,Summer    ,17.9,42.3,733.42,12,35,18,109,115,111,120,
LGR,6/22/2025 18:00,Summer    ,17.9,42.3,733.4,12,35,18,109,115,111,120,
LGR,6/22/2025 19:00,Summer    ,17.8,42.4,733.35,12,35,18,109,115,111,120,
LGR,6/22/2025 20:00,Summer    ,17.8,42.2,733.33,12,35,18,109,115,111,120,
LGR,6/22/2025 21:00,Summer    ,17.8,43.8,733.3,12,35,18,109,115,111,120,
LGR,6/22/2025 22:00,Summer    ,17.7,43.8,733.22,12,35,18,109,115,111,120,
LGR,6/22/2025 23:00,Summer    ,17.8,31.2,733.37,12,35,18,109,115,111,120,
LGR,6/23/2025 0:00,Summer    ,17.7,30.6,733.35,12,35,18,108,115,112,120,
LGR,6/23/2025 1:00,Summer    ,17.7,30.7,733.39,12,35,18,108,115,112,120,
LGR,6/23/2025 2:00,Summer    ,17.9,30.8,733.58,12,35,18,108,115,112,120,
LGR,6/23/2025 3:00,Summer    ,18,31,733.64,12,35,18,108,115,112,120,
LGR,6/23/2025 4:00,Summer    ,18,30.9,733.68,12,35,18,108,115,112,120,
LGR,6/23/2025 5:00,Summer    ,18.1,31.1,733.81,12,35,18,108,115,112,120,
LGR,6/23/2025 6:00,Summer    ,18.2,36.4,733.82,12,35,18,108,115,112,120,
LGR,6/23/2025 7:00,Summer    ,18.2,34.8,733.87,12,35,18,108,115,112,120,
LGR,6/23/2025 8:00,Summer    ,18.3,35.5,733.94,12,35,18,108,115,112,120,
LGR,6/23/2025 9:00,Summer    ,18.2,44.6,733.84,12,35,18,108,115,112,120,
LGR,6/23/2025 10:00,Summer    ,18.2,45.2,733.87,12,35,18,108,115,112,120,
LGR,6/23/2025 11:00,Summer    ,18.3,45.7,733.86,12,35,18,108,115,112,120,
LGR,6/23/2025 12:00,Summer    ,18.3,45.4,733.79,12,35,18,108,115,112,120,
LGR,6/23/2025 13:00,Summer    ,18.2,45.5,733.81,12,35,18,108,115,112,120,
LGR,6/23/2025 14:00,Summer    ,18.3,45.5,733.81,12,35,18,108,115,112,120,
LGR,6/23/2025 15:00,Summer    ,18.3,45.3,733.75,12,35,18,108,115,112,120,
LGR,6/23/2025 16:00,Summer    ,18.2,51.1,733.67,12,35,18,108,115,112,120,
LGR,6/23/2025 17:00,Summer    ,18.1,53.4,733.58,12,35,18,108,115,112,120,
LGR,6/23/2025 18:00,Summer    ,18,51.6,733.5,12,35,18,108,115,112,120,
LGR,6/23/2025 19:00,Summer    ,17.9,53.4,733.4,12,35,18,108,115,112,120,
LGR,6/23/2025 20:00,Summer    ,17.8,51,733.32,12,35,18,108,115,112,120,
LGR,6/23/2025 21:00,Summer    ,17.9,44.5,733.34,12,35,18,108,115,112,120,
LGR,6/23/2025 22:00,Summer    ,17.8,44.1,733.31,12,35,18,108,115,112,120,
LGR,6/23/2025 23:00,Summer    ,17.8,44.1,733.29,12,35,18,108,115,112,120,
LGR,6/24/2025 0:00,Summer    ,17.8,43.8,733.33,12,35,18,109,115,111,120,
LGR,6/24/2025 1:00,Summer    ,17.8,37.5,733.36,12,35,18,109,115,111,120,
LGR,6/24/2025 2:00,Summer    ,17.8,35.3,733.38,12,35,18,109,115,111,120,
LGR,6/24/2025 3:00,Summer    ,17.8,35.3,733.4,12,35,18,109,115,111,120,
LGR,6/24/2025 4:00,Summer    ,17.9,35.4,733.47,12,35,18,109,115,111,120,
LGR,6/24/2025 5:00,Summer    ,17.9,35.5,733.56,12,35,18,109,115,111,120,
LGR,6/24/2025 6:00,Summer    ,18,35.5,733.58,12,35,18,109,115,111,120,
LGR,6/24/2025 7:00,Summer    ,18,35.4,733.65,12,35,18,109,115,111,120,
LGR,6/24/2025 8:00,Summer    ,18,38.2,733.68,12,35,18,109,115,111,120,
LGR,6/24/2025 9:00,Summer    ,18.2,36,733.74,12,35,18,109,115,111,120,
LGR,6/24/2025 10:00,Summer    ,18.2,43.7,733.68,12,35,18,109,115,111,120,
LGR,6/24/2025 11:00,Summer    ,18.1,44,733.72,12,35,18,109,115,111,120,
LGR,6/24/2025 12:00,Summer    ,18.2,44.7,733.68,12,35,18,109,115,111,120,
LGR,6/24/2025 13:00,Summer    ,18.2,44.7,733.66,12,35,18,109,115,111,120,
LGR,6/24/2025 14:00,Summer    ,18.2,44.4,733.67,12,35,18,109,115,111,120,
LGR,6/24/2025 15:00,Summer    ,18.2,45.1,733.66,12,35,18,109,115,111,120,
LGR,6/24/2025 16:00,Summer    ,18.2,45.3,733.67,12,35,18,109,115,111,120,
LGR,6/24/2025 17:00,Summer    ,18.2,45.1,733.63,12,35,18,109,115,111,120,
LGR,6/24/2025 18:00,Summer    ,18.2,45.4,733.6,12,35,18,109,115,111,120,
LGR,6/24/2025 19:00,Summer    ,18.2,44.9,733.58,12,35,18,109,115,111,120,
LGR,6/24/2025 20:00,Summer    ,18.1,44.4,733.56,12,35,18,109,115,111,120,
LGR,6/24/2025 21:00,Summer    ,18,44.4,733.54,12,35,18,109,115,111,120,
LGR,6/24/2025 22:00,Summer    ,18,44.4,733.54,12,35,18,109,115,111,120,
LGR,6/24/2025 23:00,Summer    ,18.1,43.3,733.63,12,35,18,109,115,111,120,
LGR,6/25/2025 0:00,Summer    ,18.2,35.3,733.68,12,35,18,109,115,112,120,
LGR,6/25/2025 1:00,Summer    ,18.2,35.1,733.72,12,35,18,109,115,112,120,
LGR,6/25/2025 2:00,Summer    ,18.2,35.1,733.79,12,35,18,109,115,112,120,
LGR,6/25/2025 3:00,Summer    ,18.4,35.2,733.86,12,35,18,109,115,112,120,
LGR,6/25/2025 4:00,Summer    ,18.4,35.3,733.89,12,35,18,109,115,112,120,
LGR,6/25/2025 5:00,Summer    ,18.4,35.3,733.93,12,35,18,109,115,112,120,
LGR,6/25/2025 6:00,Summer    ,18.4,35.3,733.99,12,35,18,109,115,112,120,
LGR,6/25/2025 7:00,Summer    ,18.5,35.5,733.99,12,35,18,109,115,112,120,
LGR,6/25/2025 8:00,Summer    ,18.5,44.3,733.96,12,35,18,109,115,112,120,
LGR,6/25/2025 9:00,Summer    ,18.5,45.4,733.99,12,35,18,109,115,112,120,
LGR,6/25/2025 10:00,Summer    ,18.4,45.3,733.92,12,35,18,109,115,112,120,
LGR,6/25/2025 11:00,Summer    ,18.3,45,733.92,12,35,18,109,115,112,120,
LGR,6/25/2025 12:00,Summer    ,18.4,35.9,734.03,12,35,18,109,115,112,120,
LGR,6/25/2025 13:00,Summer    ,18.4,35.8,733.97,12,35,18,109,115,112,120,
LGR,6/25/2025 14:00,Summer    ,18.4,35.8,734.06,12,35,18,109,115,112,120,
LGR,6/25/2025 15:00,Summer    ,18.5,36,734.14,12,35,18,109,115,112,120,
LGR,6/25/2025 16:00,Summer    ,18.5,39.7,734.06,12,35,18,109,115,112,120,
LGR,6/25/2025 17:00,Summer    ,18.4,45.4,733.99,12,35,18,109,115,112,120,
LGR,6/25/2025 18:00,Summer    ,18.4,45.6,733.99,12,35,18,109,115,112,120,
LGR,6/25/2025 19:00,Summer    ,18.3,45.7,733.94,12,35,18,109,115,112,120,
LGR,6/25/2025 20:00,Summer    ,18.3,45.2,733.88,12,35,18,109,115,112,120,
LGR,6/25/2025 21:00,Summer    ,18.3,45.2,733.87,12,35,18,109,115,112,120,
LGR,6/25/2025 22:00,Summer    ,18.2,44.9,733.79,12,35,18,109,115,112,120,
LGR,6/25/2025 23:00,Summer    ,18,36.1,733.82,12,35,18,109,115,112,120,
LGR,6/26/2025 0:00,Summer    ,18.1,35.9,733.81,12,35,18,109,115,112,120,
LGR,6/26/2025 1:00,Summer    ,18.1,35.9,733.82,12,35,18,109,115,112,120,
LGR,6/26/2025 2:00,Summer    ,18.2,36.1,733.86,12,35,18,109,115,112,120,
LGR,6/26/2025 3:00,Summer    ,18.3,36.1,733.85,12,35,18,109,115,112,120,
LGR,6/26/2025 4:00,Summer    ,18.2,36.1,733.84,12,35,18,109,115,112,120,
LGR,6/26/2025 5:00,Summer    ,18.2,36.1,733.88,12,35,18,109,115,112,120,
LGR,6/26/2025 6:00,Summer    ,18.2,36,733.88,12,35,18,109,115,112,120,
LGR,6/26/2025 7:00,Summer    ,18.1,44.7,733.78,12,35,18,109,115,112,120,
LGR,6/26/2025 8:00,Summer    ,18.1,45.4,733.79,12,35,18,109,115,112,120,
LGR,6/26/2025 9:00,Summer    ,18.1,45.5,733.76,12,35,18,109,115,112,120,
LGR,6/26/2025 10:00,Summer    ,18,45,733.74,12,35,18,109,115,112,120,
LGR,6/26/2025 11:00,Summer    ,18.2,36.5,733.9,12,35,18,109,115,112,120,
LGR,6/26/2025 12:00,Summer    ,18.2,37.8,733.86,12,35,18,109,115,112,120,
LGR,6/26/2025 13:00,Summer    ,18.1,37.7,733.95,12,35,18,109,115,112,120,
LGR,6/26/2025 14:00,Summer    ,18.4,36.3,733.97,12,35,18,109,115,112,120,
LGR,6/26/2025 15:00,Summer    ,18.3,42.8,733.93,12,35,18,109,115,112,120,
LGR,6/26/2025 16:00,Summer    ,18.3,43.3,733.92,12,35,18,109,115,112,120,
LGR,6/26/2025 17:00,Summer    ,18.3,43,733.9,12,35,18,109,115,112,120,
LGR,6/26/2025 18:00,Summer    ,18.2,43.3,733.75,12,35,18,109,115,112,120,
LGR,6/26/2025 19:00,Summer    ,18.1,43.3,733.75,12,35,18,109,115,112,120,
LGR,6/26/2025 20:00,Summer    ,18,41.9,733.76,12,35,18,109,115,112,120,
LGR,6/26/2025 21:00,Summer    ,18,35.9,733.73,12,35,18,109,115,112,120,
LGR,6/26/2025 22:00,Summer    ,18.1,35.9,733.72,12,35,18,109,115,112,120,
LGR,6/26/2025 23:00,Summer    ,18.1,35.9,733.75,12,35,18,109,115,112,120,
LGR,6/27/2025 0:00,Summer    ,18.1,36,733.72,12,35,18,109,115,112,120,
LGR,6/27/2025 1:00,Summer    ,18,35.8,733.72,12,35,18,109,115,112,120,
LGR,6/27/2025 2:00,Summer    ,18,35.9,733.71,12,35,18,109,115,112,120,
LGR,6/27/2025 3:00,Summer    ,18.1,35.8,733.72,12,35,18,109,115,112,120,
LGR,6/27/2025 4:00,Summer    ,18,35.8,733.7,12,35,18,109,115,112,120,
LGR,6/27/2025 5:00,Summer    ,18,37.5,733.75,12,35,18,109,115,112,120,
LGR,6/27/2025 6:00,Summer    ,18.1,35.8,733.79,12,35,18,109,115,112,120,
LGR,6/27/2025 7:00,Summer    ,18,42.3,733.72,12,35,18,109,115,112,120,
LGR,6/27/2025 8:00,Summer    ,18,42.5,733.77,12,35,18,109,115,112,120,
LGR,6/27/2025 9:00,Summer    ,18,42.4,733.77,12,35,18,109,115,112,120,
LGR,6/27/2025 10:00,Summer    ,18,44.1,733.72,12,35,18,109,115,112,120,
LGR,6/27/2025 11:00,Summer    ,18,42.6,733.68,12,35,18,109,115,112,120,
LGR,6/27/2025 12:00,Summer    ,18.1,42.6,733.75,12,35,18,109,115,112,120,
LGR,6/27/2025 13:00,Summer    ,18.1,42.6,733.71,12,35,18,109,115,112,120,
LGR,6/27/2025 14:00,Summer    ,18.1,42.5,733.68,12,35,18,109,115,112,120,
LGR,6/27/2025 15:00,Summer    ,18.1,44.2,733.7,12,35,18,109,115,112,120,
LGR,6/27/2025 16:00,Summer    ,18,42.5,733.63,12,35,18,109,115,112,120,
LGR,6/27/2025 17:00,Summer    ,18,42.6,733.65,12,35,18,109,115,112,120,
LGR,6/27/2025 18:00,Summer    ,17.8,42.5,733.58,12,35,18,109,115,112,120,
LGR,6/27/2025 19:00,Summer    ,17.7,42.5,733.54,12,35,18,109,115,112,120,
LGR,6/27/2025 20:00,Summer    ,17.7,41.4,733.58,12,35,18,109,115,112,120,
LGR,6/27/2025 21:00,Summer    ,17.8,35.6,733.61,12,35,18,109,115,112,120,
LGR,6/27/2025 22:00,Summer    ,17.9,35.7,733.58,12,35,18,109,115,112,120,
LGR,6/27/2025 23:00,Summer    ,18,35.8,733.63,12,35,18,109,115,112,120,
LGR,6/28/2025 0:00,Summer    ,18,35.8,733.63,12,35,18,108,115,112,120,
LGR,6/28/2025 1:00,Summer    ,18,35.8,733.65,12,35,18,108,115,112,120,
LGR,6/28/2025 2:00,Summer    ,17.9,35.7,733.66,12,35,18,108,115,112,120,
LGR,6/28/2025 3:00,Summer    ,18,35.8,733.66,12,35,18,108,115,112,120,
LGR,6/28/2025 4:00,Summer    ,18,35.8,733.71,12,35,18,108,115,112,120,
LGR,6/28/2025 5:00,Summer    ,18,35.9,733.72,12,35,18,108,115,112,120,
LGR,6/28/2025 6:00,Summer    ,18,35.9,733.76,12,35,18,108,115,112,120,
LGR,6/28/2025 7:00,Summer    ,18.1,35.9,733.79,12,35,18,108,115,112,120,
LGR,6/28/2025 8:00,Summer    ,18.1,35.8,733.82,12,35,18,108,115,112,120,
LGR,6/28/2025 9:00,Summer    ,18.1,35.9,733.85,12,35,18,108,115,112,120,
LGR,6/28/2025 10:00,Summer    ,18.1,35.9,733.9,12,35,18,108,115,112,120,
LGR,6/28/2025 11:00,Summer    ,18.2,36.6,733.91,12,35,18,108,115,112,120,
LGR,6/28/2025 12:00,Summer    ,18.2,42.5,733.9,12,35,18,108,115,112,120,
LGR,6/28/2025 13:00,Summer    ,18.3,42.5,733.91,12,35,18,108,115,112,120,
LGR,6/28/2025 14:00,Summer    ,18.1,42.7,733.88,12,35,18,108,115,112,120,
LGR,6/28/2025 15:00,Summer    ,18.1,42.6,733.88,12,35,18,108,115,112,120,
LGR,6/28/2025 16:00,Summer    ,18.2,42.5,733.87,12,35,18,108,115,112,120,
LGR,6/28/2025 17:00,Summer    ,18.1,44.3,733.8,12,35,18,108,115,112,120,
LGR,6/28/2025 18:00,Summer    ,18.1,44.4,733.81,12,35,18,108,115,112,120,
LGR,6/28/2025 19:00,Summer    ,18.1,42.7,733.8,12,35,18,108,115,112,120,
LGR,6/28/2025 20:00,Summer    ,18,43.4,733.74,12,35,18,108,115,112,120,
LGR,6/28/2025 21:00,Summer    ,18,42.6,733.76,12,35,18,108,115,112,120,
LGR,6/28/2025 22:00,Summer    ,18.1,36,733.8,12,35,18,108,115,112,120,
LGR,6/28/2025 23:00,Summer    ,18.1,36,733.78,12,35,18,108,115,112,120,
LGR,6/29/2025 0:00,Summer    ,18.1,35.9,733.78,12,35,18,108,115,112,120,
LGR,6/29/2025 1:00,Summer    ,18.1,35.9,733.85,12,35,18,108,115,112,120,
LGR,6/29/2025 2:00,Summer    ,18.1,36,733.85,12,35,18,108,115,112,120,
LGR,6/29/2025 3:00,Summer    ,18.1,36,733.84,12,35,18,108,115,112,120,
LGR,6/29/2025 4:00,Summer    ,18.1,36,733.88,12,35,18,108,115,112,120,
LGR,6/29/2025 5:00,Summer    ,18.2,36,733.91,12,35,18,108,115,112,120,
LGR,6/29/2025 6:00,Summer    ,18.2,37.7,733.9,12,35,18,108,115,112,120,
LGR,6/29/2025 7:00,Summer    ,18.3,36.1,733.96,12,35,18,108,115,112,120,
LGR,6/29/2025 8:00,Summer    ,18.3,36,733.99,12,35,18,108,115,112,120,
LGR,6/29/2025 9:00,Summer    ,18.3,36.1,733.98,12,35,18,108,115,112,120,
LGR,6/29/2025 10:00,Summer    ,18.3,36.2,734.03,12,35,18,108,115,112,120,
LGR,6/29/2025 11:00,Summer    ,18.4,36.2,734.06,12,35,18,108,115,112,120,
LGR,6/29/2025 12:00,Summer    ,18.4,36.3,734.12,12,35,18,108,115,112,120,
LGR,6/29/2025 13:00,Summer    ,18.5,36.3,734.17,12,35,18,108,115,112,120,
LGR,6/29/2025 14:00,Summer    ,18.6,36.8,734.22,12,35,18,108,115,112,120,
LGR,6/29/2025 15:00,Summer    ,18.7,44.3,734.2,12,35,18,108,115,112,120,
LGR,6/29/2025 16:00,Summer    ,18.6,44.6,734.17,12,35,18,108,115,112,120,
LGR,6/29/2025 17:00,Summer    ,18.7,44.8,734.16,12,35,18,108,115,112,120,
LGR,6/29/2025 18:00,Summer    ,18.6,44.5,734.11,12,35,18,108,115,112,120,
LGR,6/29/2025 19:00,Summer    ,18.6,44.5,734.05,12,35,18,108,115,112,120,
LGR,6/29/2025 20:00,Summer    ,18.5,44.1,734.03,12,35,18,108,115,112,120,
LGR,6/29/2025 21:00,Summer    ,18.4,43.8,733.98,12,35,18,108,115,112,120,
LGR,6/29/2025 22:00,Summer    ,18.4,34.1,734.05,12,35,18,108,115,112,120,
LGR,6/29/2025 23:00,Summer    ,18.4,31.3,734.06,12,35,18,108,115,112,120,
LGR,6/30/2025 0:00,Summer    ,18.4,31.3,734.07,12,35,18,109,115,112,120,
LGR,6/30/2025 1:00,Summer    ,18.5,31.4,734.18,12,35,18,109,115,112,120,
LGR,6/30/2025 2:00,Summer    ,18.5,31.4,734.23,12,35,18,109,115,112,120,
LGR,6/30/2025 3:00,Summer    ,18.5,31.5,734.21,12,35,18,109,115,112,120,
LGR,6/30/2025 4:00,Summer    ,18.6,31.8,734.32,12,35,18,109,115,112,120,
LGR,6/30/2025 5:00,Summer    ,18.7,36.4,734.29,12,35,18,109,115,112,120,
LGR,6/30/2025 6:00,Summer    ,18.6,36.6,734.3,12,35,18,109,115,112,120,
LGR,6/30/2025 7:00,Summer    ,18.6,36.3,734.3,12,35,18,109,115,112,120,
LGR,6/30/2025 8:00,Summer    ,18.6,36.4,734.3,12,35,18,109,115,112,120,
LGR,6/30/2025 9:00,Summer    ,18.5,44.9,734.14,12,35,18,109,115,112,120,
LGR,6/30/2025 10:00,Summer    ,18.5,45.4,734.11,12,35,18,109,115,112,120,
LGR,6/30/2025 11:00,Summer    ,18.5,45.2,734.06,12,35,18,109,115,112,120,
LGR,6/30/2025 12:00,Summer    ,18.4,45.1,733.97,12,35,18,109,115,112,120,
LGR,6/30/2025 13:00,Summer    ,18.4,47,733.96,12,35,18,109,115,112,120,
LGR,6/30/2025 14:00,Summer    ,18.4,45.3,733.93,12,35,18,109,115,112,120,
LGR,6/30/2025 15:00,Summer    ,18.3,45.3,733.88,12,35,18,109,115,112,120,
LGR,6/30/2025 16:00,Summer    ,18.2,45,733.84,12,35,18,109,115,112,120,
LGR,6/30/2025 17:00,Summer    ,18.2,46.9,733.82,12,35,18,109,115,112,120,
LGR,6/30/2025 18:00,Summer    ,18.1,45.1,733.76,12,35,18,109,115,112,120,
LGR,6/30/2025 19:00,Summer    ,18.1,44.9,733.72,12,35,18,109,115,112,120,
LGR,6/30/2025 20:00,Summer    ,18,44.8,733.68,12,35,18,109,115,112,120,
LGR,6/30/2025 21:00,Summer    ,17.9,44.5,733.65,12,35,18,109,115,112,120,
LGR,6/30/2025 22:00,Summer    ,17.9,44.5,733.61,12,35,18,109,115,112,120,
LGR,6/30/2025 23:00,Summer    ,17.8,43.4,733.63,12,35,18,109,115,112,120,
LGR,7/1/2025 0:00,Summer    ,17.9,35.3,733.66,12,35,18,109,115,112,120,
LGR,7/1/2025 1:00,Summer    ,17.9,35.2,733.67,12,35,18,109,115,112,120,
LGR,7/1/2025 2:00,Summer    ,17.9,35.2,733.72,12,35,18,109,115,112,120,
LGR,7/1/2025 3:00,Summer    ,18,35.3,733.8,12,35,18,109,115,112,120,
LGR,7/1/2025 4:00,Summer    ,18.1,35.3,733.81,12,35,18,109,115,112,120,
LGR,7/1/2025 5:00,Summer    ,18,35.3,733.87,12,35,18,109,115,112,120,
LGR,7/1/2025 6:00,Summer    ,18.1,35.3,733.94,12,35,18,109,115,112,120,
LGR,7/1/2025 7:00,Summer    ,18.2,35.3,733.98,12,35,18,109,115,112,120,
LGR,7/1/2025 8:00,Summer    ,18.3,35.4,734.07,12,35,18,109,115,112,120,
LGR,7/1/2025 9:00,Summer    ,18.4,35.6,734.16,12,35,18,109,115,112,120,
LGR,7/1/2025 10:00,Summer    ,18.6,37.4,734.22,12,35,18,109,115,112,120,
LGR,7/1/2025 11:00,Summer    ,18.7,35.9,734.3,12,35,18,109,115,112,120,
LGR,7/1/2025 12:00,Summer    ,18.6,43.5,734.3,12,35,18,109,115,112,120,
LGR,7/1/2025 13:00,Summer    ,18.7,45.6,734.3,12,35,18,109,115,112,120,
LGR,7/1/2025 14:00,Summer    ,18.7,45.3,734.3,12,35,18,109,115,112,120,
LGR,7/1/2025 15:00,Summer    ,18.7,45.4,734.2,12,35,18,109,115,112,120,
LGR,7/1/2025 16:00,Summer    ,18.7,45.5,734.18,12,35,18,109,115,112,120,
LGR,7/1/2025 17:00,Summer    ,18.7,45.5,734.1,12,35,18,109,115,112,120,
LGR,7/1/2025 18:00,Summer    ,18.6,47.2,734.05,12,35,18,109,115,112,120,
LGR,7/1/2025 19:00,Summer    ,18.5,45.4,733.97,12,35,18,109,115,112,120,
LGR,7/1/2025 20:00,Summer    ,18.4,45.2,733.95,12,35,18,109,115,112,120,
LGR,7/1/2025 21:00,Summer    ,18.3,45,733.84,12,35,18,109,115,112,120,
LGR,7/1/2025 22:00,Summer    ,18.2,36.1,733.88,12,35,18,109,115,112,120,
LGR,7/1/2025 23:00,Summer    ,18.1,35.4,733.88,12,35,18,109,115,112,120,
LGR,7/2/2025 0:00,Summer    ,18.1,35.3,733.88,12,35,18,109,115,111,120,
LGR,7/2/2025 1:00,Summer    ,18.2,35.5,733.92,12,35,18,109,115,111,120,
LGR,7/2/2025 2:00,Summer    ,18.2,35.5,733.93,12,35,18,109,115,111,120,
LGR,7/2/2025 3:00,Summer    ,18.1,35.4,733.94,12,35,18,109,115,111,120,
LGR,7/2/2025 4:00,Summer    ,18.2,35.5,733.96,12,35,18,109,115,111,120,
LGR,7/2/2025 5:00,Summer    ,18.3,35.7,733.99,12,35,18,109,115,111,120,
LGR,7/2/2025 6:00,Summer    ,18.3,35.7,733.97,12,35,18,109,115,111,120,
LGR,7/2/2025 7:00,Summer    ,18.3,35.6,734,12,35,18,109,115,111,120,
LGR,7/2/2025 8:00,Summer    ,18.4,36,734.12,12,35,18,109,115,111,120,
LGR,7/2/2025 9:00,Summer    ,18.4,45.1,734.08,12,35,18,109,115,111,120,
LGR,7/2/2025 10:00,Summer    ,18.4,45.6,734.07,12,35,18,109,115,111,120,
LGR,7/2/2025 11:00,Summer    ,18.4,45.2,734.07,12,35,18,109,115,111,120,
LGR,7/2/2025 12:00,Summer    ,18.4,45,733.97,12,35,18,109,115,111,120,
LGR,7/2/2025 13:00,Summer    ,18.3,44.8,733.99,12,35,18,109,115,111,120,
LGR,7/2/2025 14:00,Summer    ,18.3,44.8,733.95,12,35,18,109,115,111,120,
LGR,7/2/2025 15:00,Summer    ,18.2,45,733.89,12,35,18,109,115,111,120,
LGR,7/2/2025 16:00,Summer    ,18.1,44.9,733.85,12,35,18,109,115,111,120,
LGR,7/2/2025 17:00,Summer    ,18,44.7,733.75,12,35,18,109,115,111,120,
LGR,7/2/2025 18:00,Summer    ,17.9,46.6,733.7,12,35,18,109,115,111,120,
LGR,7/2/2025 19:00,Summer    ,17.9,45.3,733.61,12,35,18,109,115,111,120,
LGR,7/2/2025 20:00,Summer    ,17.8,44.3,733.58,12,35,18,109,115,111,120,
LGR,7/2/2025 21:00,Summer    ,17.9,35.6,733.61,12,35,18,109,115,111,120,
LGR,7/2/2025 22:00,Summer    ,17.8,35.3,733.56,12,35,18,109,115,111,120,
LGR,7/2/2025 23:00,Summer    ,17.8,34.8,733.56,12,35,18,109,115,111,120,
LGR,7/3/2025 0:00,Summer    ,17.8,34.7,733.61,12,35,18,110,115,112,120,
LGR,7/3/2025 1:00,Summer    ,17.9,34.8,733.61,12,35,18,110,115,112,120,
LGR,7/3/2025 2:00,Summer    ,17.8,34.8,733.61,12,35,18,110,115,112,120,
LGR,7/3/2025 3:00,Summer    ,17.9,34.8,733.65,12,35,18,110,115,112,120,
