MasterID,WeekNumber,CollectionDate,SRR,GenSex,GenStock,BioScaleFinalAge,BioSamplesID,SpawnYear,LGDFLmm,GenRear,LGDLifeStage,GenStockProb,GenParentHatchery,GenBY,GenRun,LGDMarkAD,Rear,MPG,fwAge
666051,18,2025-04-28,32W,F,SFCLWR,3:0,25-70358,MY2025,180,U,JV,0.999,NA,NA,NA,AI,W,CLRWTR,3
666469,20,2025-05-13,32W,F,MFSALM,3:0,25-70776,MY2025,173,U,JV,0.737,NA,NA,NA,AI,W,SALMON,3
666670,22,2025-05-29,32W,F,SFCLWR,2:0,25-70977,MY2025,148,U,JV,0.998,NA,NA,NA,AI,W,CLRWTR,2
665961,16,2025-04-18,32W,M,UPSALM,3:0,25-70268,MY2025,192,U,JV,0.898,NA,NA,NA,AI,W,SALMON,3
666622,21,2025-05-23,32W,F,GRROND,3:0,25-70929,MY2025,184,U,JV,0.971,NA,NA,NA,AI,W,GRROND,3
666699,22,2025-05-30,32W,F,LOCLWR,2:0,25-71006,MY2025,144,U,JV,0.878,NA,NA,NA,AI,W,CLRWTR,2
666732,24,2025-06-10,32W,F,IMNAHA,1:0,25-71039,MY2025,175,U,JV,0.422,NA,NA,NA,AI,W,IMNAHA,1
666484,20,2025-05-13,32W,F,MFSALM,2:0,25-70791,MY2025,155,U,JV,0.926,NA,NA,NA,AI,W,SALMON,2
665776,14,2025-04-03,32W,M,UPCLWR,2:0,25-70082,MY2025,148,U,JV,0.722,NA,NA,NA,AI,W,CLRWTR,2
666335,19,2025-05-09,32W,F,GRROND,2:0,25-70642,MY2025,161,U,JV,0.69,NA,NA,NA,AI,W,GRROND,2
666441,20,2025-05-13,32W,M,IMNAHA,3:0,25-70748,MY2025,159,U,JV,0.58,NA,NA,NA,AI,W,IMNAHA,3
666612,21,2025-05-23,32W,M,GRROND,2:0,25-70919,MY2025,209,U,JV,0.923,NA,NA,NA,AI,W,GRROND,2
666442,20,2025-05-13,32W,M,UPSALM,2:0,25-70749,MY2025,157,U,JV,0.916,NA,NA,NA,AI,W,SALMON,2
666380,20,2025-05-12,32W,F,SFCLWR,2:0,25-70687,MY2025,194,U,JV,0.758,NA,NA,NA,AI,W,CLRWTR,2
666224,19,2025-05-06,32W,F,UPCLWR,2:0,25-70531,MY2025,169,U,JV,0.995,NA,NA,NA,AI,W,CLRWTR,2
666256,19,2025-05-07,32W,M,SFCLWR,2:0,25-70563,MY2025,175,U,JV,0.998,NA,NA,NA,AI,W,CLRWTR,2
666700,22,2025-05-30,32W,F,UPSALM,2:0,25-71007,MY2025,185,U,JV,0.404,NA,NA,NA,AI,W,SALMON,2
666738,24,2025-06-12,32W,F,UPSALM,2:0,25-71045,MY2025,245,U,JV,0.993,NA,NA,NA,AI,W,SALMON,2
666720,23,2025-06-02,32W,F,LSNAKE,1:0,25-71027,MY2025,190,U,JV,0.576,NA,NA,NA,AI,W,LSNAKE,1
665784,14,2025-04-03,32W,M,GRROND,2:0,25-70090,MY2025,187,U,JV,0.536,NA,NA,NA,AI,W,GRROND,2
665711,13,2025-03-27,32W,F,SFCLWR,2:0,25-70017,MY2025,217,U,JV,0.98,NA,NA,NA,AI,W,CLRWTR,2
665756,14,2025-04-02,32W,M,GRROND,2:0,25-70062,MY2025,186,U,JV,0.737,NA,NA,NA,AI,W,GRROND,2
666056,18,2025-04-29,32W,F,UPCLWR,3:0,25-70363,MY2025,173,U,JV,0.963,NA,NA,NA,AI,W,CLRWTR,3
666577,21,2025-05-20,32W,F,GRROND,2:0,25-70884,MY2025,159,U,JV,0.652,NA,NA,NA,AI,W,GRROND,2
666574,21,2025-05-20,32W,F,SFCLWR,2:0,25-70881,MY2025,165,U,JV,0.981,NA,NA,NA,AI,W,CLRWTR,2
666581,21,2025-05-20,32W,M,LSNAKE,2:0,25-70888,MY2025,177,U,JV,0.979,NA,NA,NA,AI,W,LSNAKE,2
666575,21,2025-05-20,32W,F,LSNAKE,3:0,25-70882,MY2025,205,U,JV,0.596,NA,NA,NA,AI,W,LSNAKE,3
666727,23,2025-06-05,32W,M,UPSALM,1:0,25-71034,MY2025,181,U,JV,0.52,NA,NA,NA,AI,W,SALMON,1
666578,21,2025-05-20,32W,F,UPCLWR,3:0,25-70885,MY2025,172,U,JV,0.998,NA,NA,NA,AI,W,CLRWTR,3
666294,19,2025-05-08,32W,F,LSNAKE,2:0,25-70601,MY2025,155,U,JV,0.734,NA,NA,NA,AI,W,LSNAKE,2
666286,19,2025-05-07,32W,M,IMNAHA,2:0,25-70593,MY2025,178,U,JV,0.361,NA,NA,NA,AI,W,IMNAHA,2
666572,21,2025-05-20,32W,F,IMNAHA,1:0,25-70879,MY2025,160,U,JV,0.637,NA,NA,NA,AI,W,IMNAHA,1
666367,20,2025-05-12,32W,F,GRROND,2:0,25-70674,MY2025,195,U,JV,0.965,NA,NA,NA,AI,W,GRROND,2
665816,15,2025-04-08,32W,F,SFCLWR,2:0,25-70122,MY2025,209,U,JV,0.991,NA,NA,NA,AI,W,CLRWTR,2
665778,14,2025-04-03,32W,M,SFCLWR,3:0,25-70084,MY2025,204,U,JV,0.701,NA,NA,NA,AI,W,CLRWTR,3
666737,24,2025-06-12,32W,F,UPSALM,1:0,25-71044,MY2025,180,U,JV,0.986,NA,NA,NA,AI,W,SALMON,1
666569,21,2025-05-20,32W,F,LSNAKE,2:0,25-70876,MY2025,150,U,JV,0.562,NA,NA,NA,AI,W,LSNAKE,2
666730,24,2025-06-09,32W,F,GRROND,2:0,25-71037,MY2025,168,U,JV,0.908,NA,NA,NA,AI,W,GRROND,2
666621,21,2025-05-23,32W,F,GRROND,2:0,25-70928,MY2025,177,U,JV,0.756,NA,NA,NA,AI,W,GRROND,2
666091,18,2025-04-30,32W,F,SFCLWR,3:0,25-70398,MY2025,191,U,JV,0.486,NA,NA,NA,AI,W,CLRWTR,3
666162,18,2025-05-02,32W,F,UPCLWR,2:0,25-70469,MY2025,180,U,JV,0.999,NA,NA,NA,AI,W,CLRWTR,2
665826,15,2025-04-10,32W,F,LSNAKE,2:0,25-70132,MY2025,173,U,JV,0.695,NA,NA,NA,AI,W,LSNAKE,2
665844,15,2025-04-11,32W,M,LSNAKE,2:0,25-70150,MY2025,156,U,JV,0.631,NA,NA,NA,AI,W,LSNAKE,2
666087,18,2025-04-30,32W,F,UPCLWR,N:A,25-70394,MY2025,177,U,JV,0.979,NA,NA,NA,AI,W,CLRWTR,NA
666547,21,2025-05-19,32W,F,GRROND,1:0,25-70854,MY2025,147,U,JV,0.618,NA,NA,NA,AI,W,GRROND,1
666266,19,2025-05-07,32W,F,SFCLWR,2:0,25-70573,MY2025,153,U,JV,0.493,NA,NA,NA,AI,W,CLRWTR,2
666297,19,2025-05-08,32W,M,UPSALM,3:0,25-70604,MY2025,190,U,JV,0.457,NA,NA,NA,AI,W,SALMON,3
666592,21,2025-05-21,32W,F,UPCLWR,1:0,25-70899,MY2025,162,U,JV,0.516,NA,NA,NA,AI,W,CLRWTR,1
