Site,DateTime,Season,HourlySpill,HourlyFlow,PHMin,DailySpillCap,GasCapTarget,PerfSpillTarget,PerfSpillHours,HourlyTDG_TR,12HrAvgTDG_TR,TDGStnd_TR,Comments
LGR,4/3/2025 0:00,Spring    ,7.7,92.3,12,80,80,,0,104.2,120,125,
LGR,4/3/2025 1:00,Spring    ,60,76.2,12,80,64.2,,0,116.1,120,125,
LGR,4/3/2025 2:00,Spring    ,60.8,73.4,12,80,61.4,,0,118.4,120,125,
LGR,4/3/2025 3:00,Spring    ,60.7,73.3,12,80,61.3,,0,118.9,120,125,
LGR,4/3/2025 4:00,Spring    ,60.8,73.4,12,80,61.4,,0,119.2,120,125,
LGR,4/3/2025 5:00,Spring    ,60.8,73.5,12,80,61.5,,0,119.3,120,125,
LGR,4/3/2025 6:00,Spring    ,60.9,73.4,12,80,61.4,,0,119.4,120,125,
LGR,4/3/2025 7:00,Spring    ,60.9,73.5,12,80,61.5,,0,119.3,120,125,
LGR,4/3/2025 8:00,Spring    ,60.9,73.4,12,80,61.4,,0,119.4,120,125,
LGR,4/3/2025 9:00,Spring    ,60.9,73.4,12,80,61.4,,0,119.4,120,125,
LGR,4/3/2025 10:00,Spring    ,60.9,73.6,12,80,61.6,,0,119.5,120,125,
LGR,4/3/2025 11:00,Spring    ,57.6,70.1,12,80,58.1,,0,119.5,120,125,
LGR,4/3/2025 12:00,Spring    ,57.6,70.1,12,80,58.1,,0,119.4,120,125,
LGR,4/3/2025 13:00,Spring    ,57.6,70.1,12,80,58.1,,0,119.5,120,125,
LGR,4/3/2025 14:00,Spring    ,57.6,70.1,12,80,58.1,,0,119.4,120,125,
LGR,4/3/2025 15:00,Spring    ,57.7,70.2,12,80,58.2,,0,120.1,120,125,
LGR,4/3/2025 16:00,Spring    ,57.8,70.3,12,80,58.3,,0,120,120,125,
LGR,4/3/2025 17:00,Spring    ,57.8,70.3,12,80,58.3,,0,120.2,120,125,
LGR,4/3/2025 18:00,Spring    ,57.9,70.4,12,80,58.4,,0,120.1,120,125,
LGR,4/3/2025 19:00,Spring    ,58,72.3,12,80,60.3,,0,120.1,120,125,
LGR,4/3/2025 20:00,Spring    ,58,70.5,12,80,58.5,,0,119.7,120,125,
LGR,4/3/2025 21:00,Spring    ,58,70.5,12,80,58.5,,0,120,120,125,
LGR,4/3/2025 22:00,Spring    ,58.1,72.3,12,80,60.3,,0,120.7,120,125,
LGR,4/3/2025 23:00,Spring    ,59,71.4,12,80,59.4,,0,120.1,120,125,
LGR,4/4/2025 0:00,Spring    ,61.5,74,12,80,62,,0,120.3,120,125,
LGR,4/4/2025 1:00,Spring    ,61.6,73.9,12,80,61.9,,0,120.3,120,125,
LGR,4/4/2025 2:00,Spring    ,61.6,73.9,12,80,61.9,,0,120.1,120,125,
LGR,4/4/2025 3:00,Spring    ,61.6,73.9,12,80,61.9,,0,120.4,120,125,
LGR,4/4/2025 4:00,Spring    ,61.5,73.9,12,80,61.9,,0,120.3,120,125,
LGR,4/4/2025 5:00,Spring    ,61.5,74,12,80,62,,0,120.2,120,125,
LGR,4/4/2025 6:00,Spring    ,61.5,73.9,12,80,61.9,,0,120.1,120,125,
LGR,4/4/2025 7:00,Spring    ,61.4,73.9,12,80,61.9,,0,120.2,120,125,
LGR,4/4/2025 8:00,Spring    ,61.4,73.7,12,80,61.7,,0,120.3,120,125,
LGR,4/4/2025 9:00,Spring    ,61.4,73.8,12,80,61.8,,0,120.2,120,125,
LGR,4/4/2025 10:00,Spring    ,61.1,73.5,12,80,61.5,,0,120.2,120,125,
LGR,4/4/2025 11:00,Spring    ,57.9,70.5,12,80,58.5,,0,119.8,120,125,
LGR,4/4/2025 12:00,Spring    ,57.9,70.5,12,80,58.5,,0,120,120,125,
LGR,4/4/2025 13:00,Spring    ,57.9,70.3,12,80,58.3,,0,120,120,125,
LGR,4/4/2025 14:00,Spring    ,57.9,70.3,12,80,58.3,,0,120.1,120,125,
LGR,4/4/2025 15:00,Spring    ,57.9,70.5,12,80,58.5,,0,120.1,120,125,
LGR,4/4/2025 16:00,Spring    ,57.9,70.3,12,80,58.3,,0,120.3,120,125,
LGR,4/4/2025 17:00,Spring    ,57.9,70.4,12,80,58.4,,0,120.2,120,125,
LGR,4/4/2025 18:00,Spring    ,57.9,70.5,12,80,58.5,,0,120.1,120,125,
LGR,4/4/2025 19:00,Spring    ,58,70.6,12,80,58.6,,0,120.2,120,125,
LGR,4/4/2025 20:00,Spring    ,57.9,70.5,12,80,58.5,,0,120.2,120,125,
LGR,4/4/2025 21:00,Spring    ,57.9,72.1,12,80,60.1,,0,120.2,120,125,
LGR,4/4/2025 22:00,Spring    ,58,70.4,12,80,58.4,,0,120,120,125,
LGR,4/4/2025 23:00,Spring    ,58,70.4,12,80,58.4,,0,120.2,120,125,
LGR,4/5/2025 0:00,Spring    ,58.1,70.5,12,80,58.5,,0,120,120,125,
LGR,4/5/2025 1:00,Spring    ,58.1,70.5,12,80,58.5,,0,120,120,125,
LGR,4/5/2025 2:00,Spring    ,58.1,70.5,12,80,58.5,,0,120,120,125,
LGR,4/5/2025 3:00,Spring    ,58,70.5,12,80,58.5,,0,120,120,125,
LGR,4/5/2025 4:00,Spring    ,58,70.5,12,80,58.5,,0,119.9,120,125,
LGR,4/5/2025 5:00,Spring    ,58,70.4,12,80,58.4,,0,119.9,120,125,
LGR,4/5/2025 6:00,Spring    ,58,70.4,12,80,58.4,,0,119.9,120,125,
LGR,4/5/2025 7:00,Spring    ,58.1,70.5,12,80,58.5,,0,119.8,120,125,
LGR,4/5/2025 8:00,Spring    ,58,70.4,12,80,58.4,,0,119.8,120,125,
LGR,4/5/2025 9:00,Spring    ,58,70.4,12,80,58.4,,0,119.8,120,125,
LGR,4/5/2025 10:00,Spring    ,58.1,70.5,12,80,58.5,,0,119.9,120,125,
LGR,4/5/2025 11:00,Spring    ,57.9,70.4,12,80,58.4,,0,120.2,120,125,
LGR,4/5/2025 12:00,Spring    ,57.9,70.4,12,80,58.4,,0,120,120,125,
LGR,4/5/2025 13:00,Spring    ,57.8,70.2,12,80,58.2,,0,120.1,120,125,
LGR,4/5/2025 14:00,Spring    ,57.8,70.2,12,80,58.2,,0,120.3,120,125,
LGR,4/5/2025 15:00,Spring    ,57.7,70,12,80,58,,0,120.1,120,125,
LGR,4/5/2025 16:00,Spring    ,57.2,69.7,12,80,57.7,,0,120.4,120,125,
LGR,4/5/2025 17:00,Spring    ,56,68.5,12,80,56.5,,0,120.2,120,125,
LGR,4/5/2025 18:00,Spring    ,56,68.5,12,80,56.5,,0,119.9,120,125,
LGR,4/5/2025 19:00,Spring    ,56,68.5,12,80,56.5,,0,119.9,120,125,
LGR,4/5/2025 20:00,Spring    ,56,68.4,12,80,56.4,,0,120,120,125,
LGR,4/5/2025 21:00,Spring    ,55.9,68.3,12,80,56.3,,0,120,120,125,
LGR,4/5/2025 22:00,Spring    ,56,68.4,12,80,56.4,,0,119.9,120,125,
LGR,4/5/2025 23:00,Spring    ,56.1,68.5,12,80,56.5,,0,119.8,120,125,
LGR,4/6/2025 0:00,Spring    ,56.1,68.6,12,80,56.6,,0,119.9,120,125,
LGR,4/6/2025 1:00,Spring    ,56.1,68.5,12,80,56.5,,0,119.9,120,125,
LGR,4/6/2025 2:00,Spring    ,56,68.5,12,80,56.5,,0,120,120,125,
LGR,4/6/2025 3:00,Spring    ,56.1,68.6,12,80,56.6,,0,120,120,125,
LGR,4/6/2025 4:00,Spring    ,56,68.5,12,80,56.5,,0,120,120,125,
LGR,4/6/2025 5:00,Spring    ,56,68.4,12,80,56.4,,0,119.9,120,125,
LGR,4/6/2025 6:00,Spring    ,55.9,68.5,12,80,56.5,,0,120,120,125,
LGR,4/6/2025 7:00,Spring    ,55.9,68.4,12,80,56.4,,0,119.9,120,125,
LGR,4/6/2025 8:00,Spring    ,56,68.4,12,80,56.4,,0,119.8,120,125,
LGR,4/6/2025 9:00,Spring    ,55.9,68.4,12,80,56.4,,0,119.9,120,125,
LGR,4/6/2025 10:00,Spring    ,55.9,68.4,12,80,56.4,,0,119.9,120,125,
LGR,4/6/2025 11:00,Spring    ,55.9,68.4,12,80,56.4,,0,120,120,125,
LGR,4/6/2025 12:00,Spring    ,56,68.5,12,80,56.5,,0,120.1,120,125,
LGR,4/6/2025 13:00,Spring    ,56,68.4,12,80,56.4,,0,120.1,120,125,
LGR,4/6/2025 14:00,Spring    ,56,68.4,12,80,56.4,,0,120.3,120,125,
LGR,4/6/2025 15:00,Spring    ,55.9,68.4,12,80,56.4,,0,120.2,120,125,
LGR,4/6/2025 16:00,Spring    ,55.9,68.3,12,80,56.3,,0,120.1,120,125,
LGR,4/6/2025 17:00,Spring    ,55.9,68.4,12,80,56.4,,0,120.2,120,125,
LGR,4/6/2025 18:00,Spring    ,55.9,68.4,12,80,56.4,,0,120.1,120,125,
LGR,4/6/2025 19:00,Spring    ,55.8,68.4,12,80,56.4,,0,120.4,120,125,
LGR,4/6/2025 20:00,Spring    ,55.7,68.3,12,80,56.3,,0,120.1,120,125,
LGR,4/6/2025 21:00,Spring    ,55.7,68.3,12,80,56.3,,0,120.3,120,125,
LGR,4/6/2025 22:00,Spring    ,55.7,69.9,12,80,57.9,,0,120.5,120,125,
LGR,4/6/2025 23:00,Spring    ,55.7,68.2,12,80,56.2,,0,120.4,120,125,
LGR,4/7/2025 0:00,Spring    ,55.8,68.2,12,80,56.2,,0,120.3,120,125,
LGR,4/7/2025 1:00,Spring    ,55.7,68.1,12,80,56.1,,0,120.3,120,125,
LGR,4/7/2025 2:00,Spring    ,55.7,68.2,12,80,56.2,,0,120.3,120,125,
LGR,4/7/2025 3:00,Spring    ,55.7,68.1,12,80,56.1,,0,120.3,120,125,
LGR,4/7/2025 4:00,Spring    ,55.7,68.2,12,80,56.2,,0,120.3,120,125,
LGR,4/7/2025 5:00,Spring    ,55.7,68.3,12,80,56.3,,0,120.3,120,125,
LGR,4/7/2025 6:00,Spring    ,55.7,68.2,12,80,56.2,,0,120.3,120,125,
LGR,4/7/2025 7:00,Spring    ,55.7,68.1,12,80,56.1,,0,120.2,120,125,
LGR,4/7/2025 8:00,Spring    ,55.7,68.2,12,80,56.2,,0,120.2,120,125,
LGR,4/7/2025 9:00,Spring    ,55.7,68.1,12,80,56.1,,0,120.1,120,125,
LGR,4/7/2025 10:00,Spring    ,55.7,68.1,12,80,56.1,,0,119.8,120,125,
LGR,4/7/2025 11:00,Spring    ,55.6,68.1,12,80,56.1,,0,120.1,120,125,
LGR,4/7/2025 12:00,Spring    ,55.7,68.1,12,80,56.1,,0,120,120,125,
LGR,4/7/2025 13:00,Spring    ,55.7,68.3,12,80,56.3,,0,120.4,120,125,
LGR,4/7/2025 14:00,Spring    ,55.6,68.2,12,80,56.2,,0,120.3,120,125,
LGR,4/7/2025 15:00,Spring    ,55.6,68.1,12,80,56.1,,0,120.3,120,125,
LGR,4/7/2025 16:00,Spring    ,55.5,68,12,80,56,,0,120.2,120,125,
LGR,4/7/2025 17:00,Spring    ,55.5,68.1,12,80,56.1,,0,119.9,120,125,
LGR,4/7/2025 18:00,Spring    ,55.5,68.1,12,80,56.1,,0,120.1,120,125,
LGR,4/7/2025 19:00,Spring    ,55.5,68,12,80,56,,0,120.2,120,125,
LGR,4/7/2025 20:00,Spring    ,55.7,68.1,12,80,56.1,,0,120.1,120,125,
LGR,4/7/2025 21:00,Spring    ,55.7,70,12,80,58,,0,120.2,120,125,
LGR,4/7/2025 22:00,Spring    ,56,68.5,12,80,56.5,,0,120.1,120,125,
LGR,4/7/2025 23:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.1,120,125,
LGR,4/8/2025 0:00,Spring    ,57.4,70,12,80,58,,0,120.2,120,125,
LGR,4/8/2025 1:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.3,120,125,
LGR,4/8/2025 2:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.2,120,125,
LGR,4/8/2025 3:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.3,120,125,
LGR,4/8/2025 4:00,Spring    ,57.3,69.9,12,80,57.9,,0,120.2,120,125,
LGR,4/8/2025 5:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.3,120,125,
LGR,4/8/2025 6:00,Spring    ,57.3,69.9,12,80,57.9,,0,120.2,120,125,
LGR,4/8/2025 7:00,Spring    ,57.3,69.8,12,80,57.8,,0,120,120,125,
LGR,4/8/2025 8:00,Spring    ,57.3,69.7,12,80,57.7,,0,120.2,120,125,
LGR,4/8/2025 9:00,Spring    ,57.3,69.8,12,80,57.8,,0,120.2,120,125,
LGR,4/8/2025 10:00,Spring    ,57.2,69.7,12,80,57.7,,0,120.2,120,125,
LGR,4/8/2025 11:00,Spring    ,57.2,69.7,12,80,57.7,,0,120.2,120,125,
LGR,4/8/2025 12:00,Spring    ,57,71.2,12,80,59.2,,0,120.2,120,125,
LGR,4/8/2025 13:00,Spring    ,57,69.5,12,80,57.5,,0,120.2,120,125,
LGR,4/8/2025 14:00,Spring    ,57.1,69.5,12,80,57.5,,0,120,120,125,
LGR,4/8/2025 15:00,Spring    ,57.2,69.7,12,80,57.7,,0,120.1,120,125,
LGR,4/8/2025 16:00,Spring    ,57.1,69.6,12,80,57.6,,0,120.1,120,125,
LGR,4/8/2025 17:00,Spring    ,57.2,69.7,12,80,57.7,,0,120.2,120,125,
LGR,4/8/2025 18:00,Spring    ,57.2,69.8,12,80,57.8,,0,120.2,120,125,
LGR,4/8/2025 19:00,Spring    ,57.4,70,12,80,58,,0,120.1,120,125,
LGR,4/8/2025 20:00,Spring    ,57.5,70,12,80,58,,0,119.9,120,125,
LGR,4/8/2025 21:00,Spring    ,57.5,69.9,12,80,57.9,,0,120,120,125,
LGR,4/8/2025 22:00,Spring    ,58.5,71,12,80,59,,0,119.7,120,125,
LGR,4/8/2025 23:00,Spring    ,62.9,77.1,12,80,65.1,,0,120.2,120,125,
LGR,4/9/2025 0:00,Spring    ,62.9,77.2,12,80,65.2,,0,120.9,122,125,
LGR,4/9/2025 1:00,Spring    ,62.9,75.5,12,80,63.5,,0,120.3,122,125,
LGR,4/9/2025 2:00,Spring    ,62.9,75.3,12,80,63.3,,0,120.2,122,125,
LGR,4/9/2025 3:00,Spring    ,62.9,75.3,12,80,63.3,,0,120.2,122,125,
LGR,4/9/2025 4:00,Spring    ,62.9,75.4,12,80,63.4,,0,120.4,122,125,
LGR,4/9/2025 5:00,Spring    ,62.9,75.4,12,80,63.4,,0,120.1,122,125,
LGR,4/9/2025 6:00,Spring    ,62.9,75.5,12,80,63.5,,0,120,122,125,
LGR,4/9/2025 7:00,Spring    ,62.9,75.3,12,80,63.3,,0,120.1,122,125,
LGR,4/9/2025 8:00,Spring    ,62.8,75.3,12,80,63.3,,0,120,122,125,
LGR,4/9/2025 9:00,Spring    ,62.9,75.3,12,80,63.3,,0,120.1,122,125,
LGR,4/9/2025 10:00,Spring    ,62.9,75.4,12,80,63.4,,0,119.9,122,125,
LGR,4/9/2025 11:00,Spring    ,62.9,75.3,12,80,63.3,,0,120.3,122,125,
LGR,4/9/2025 12:00,Spring    ,62.9,75.4,12,80,63.4,,0,120.3,122,125,
LGR,4/9/2025 13:00,Spring    ,65.5,77.9,12,80,65.9,,0,121.3,122,125,
LGR,4/9/2025 14:00,Spring    ,66.3,78.7,12,80,66.7,,0,121.8,122,125,
LGR,4/9/2025 15:00,Spring    ,66.3,78.8,12,80,66.8,,0,121.9,122,125,
LGR,4/9/2025 16:00,Spring    ,66.2,78.8,12,80,66.8,,0,121.9,122,125,
LGR,4/9/2025 17:00,Spring    ,66.2,78.7,12,80,66.7,,0,121.8,122,125,
LGR,4/9/2025 18:00,Spring    ,66.1,80.5,12,80,68.5,,0,121.9,122,125,
LGR,4/9/2025 19:00,Spring    ,66.1,78.8,12,80,66.8,,0,121.9,122,125,
LGR,4/9/2025 20:00,Spring    ,66.1,78.5,12,80,66.5,,0,121.5,122,125,
LGR,4/9/2025 21:00,Spring    ,66.1,78.6,12,80,66.6,,0,121.7,122,125,
LGR,4/9/2025 22:00,Spring    ,66.1,78.7,12,80,66.7,,0,121.8,122,125,
LGR,4/9/2025 23:00,Spring    ,66.2,78.7,12,80,66.7,,0,121.7,122,125,
LGR,4/10/2025 0:00,Spring    ,66.3,78.7,12,80,66.7,,0,121.6,122,125,
LGR,4/10/2025 1:00,Spring    ,65.4,77.9,12,80,65.9,,0,121.2,122,125,
LGR,4/10/2025 2:00,Spring    ,64.9,77.4,12,80,65.4,,0,121,122,125,
LGR,4/10/2025 3:00,Spring    ,64.9,77.5,12,80,65.5,,0,120.9,122,125,
LGR,4/10/2025 4:00,Spring    ,64.9,77.5,12,80,65.5,,0,121,122,125,
LGR,4/10/2025 5:00,Spring    ,64.9,79.1,12,80,67.1,,0,121,122,125,
LGR,4/10/2025 6:00,Spring    ,65,77.5,12,80,65.5,,0,121.2,122,125,
LGR,4/10/2025 7:00,Spring    ,64.9,77.4,12,80,65.4,,0,121,122,125,
LGR,4/10/2025 8:00,Spring    ,65,77.4,12,80,65.4,,0,121,122,125,
LGR,4/10/2025 9:00,Spring    ,65,79.1,12,80,67.1,,0,121.3,122,125,
LGR,4/10/2025 10:00,Spring    ,65,77.5,12,80,65.5,,0,121.2,122,125,
LGR,4/10/2025 11:00,Spring    ,65,77.5,12,80,65.5,,0,121.2,122,125,
LGR,4/10/2025 12:00,Spring    ,65,77.5,12,80,65.5,,0,121.3,122,125,
LGR,4/10/2025 13:00,Spring    ,65.1,77.5,12,80,65.5,,0,121.4,122,125,
LGR,4/10/2025 14:00,Spring    ,65.1,77.5,12,80,65.5,,0,121.3,122,125,
LGR,4/10/2025 15:00,Spring    ,65,77.4,12,80,65.4,,0,121.2,122,125,
LGR,4/10/2025 16:00,Spring    ,65,77.5,12,80,65.5,,0,121.3,122,125,
LGR,4/10/2025 17:00,Spring    ,65.1,77.7,12,80,65.7,,0,121.3,122,125,
LGR,4/10/2025 18:00,Spring    ,65.2,77.7,12,80,65.7,,0,121.3,122,125,
LGR,4/10/2025 19:00,Spring    ,65.2,77.7,12,80,65.7,,0,121.3,122,125,
LGR,4/10/2025 20:00,Spring    ,65.4,77.8,12,80,65.8,,0,121.2,122,125,
LGR,4/10/2025 21:00,Spring    ,67.3,79.6,12,80,67.6,,0,122.2,122,125,
LGR,4/10/2025 22:00,Spring    ,67.3,79.7,12,80,67.7,,0,122.2,122,125,
LGR,4/10/2025 23:00,Spring    ,67.3,79.7,12,80,67.7,,0,122.2,122,125,
LGR,4/11/2025 0:00,Spring    ,67.3,79.7,12,80,67.7,,0,122.1,122,125,
LGR,4/11/2025 1:00,Spring    ,67.3,79.8,12,80,67.8,,0,122.2,122,125,
LGR,4/11/2025 2:00,Spring    ,67.4,79.8,12,80,67.8,,0,122.2,122,125,
LGR,4/11/2025 3:00,Spring    ,67.3,79.8,12,80,67.8,,0,122.2,122,125,
LGR,4/11/2025 4:00,Spring    ,67.3,79.8,12,80,67.8,,0,122.1,122,125,
LGR,4/11/2025 5:00,Spring    ,67.3,81.5,12,80,69.5,,0,122,122,125,
LGR,4/11/2025 6:00,Spring    ,67.3,79.8,12,80,67.8,,0,122.1,122,125,
LGR,4/11/2025 7:00,Spring    ,67.3,79.7,12,80,67.7,,0,121.9,122,125,
LGR,4/11/2025 8:00,Spring    ,67.3,79.7,12,80,67.7,,0,121.8,122,125,
LGR,4/11/2025 9:00,Spring    ,67.2,79.6,12,80,67.6,,0,121.7,122,125,
LGR,4/11/2025 10:00,Spring    ,67.3,79.7,12,80,67.7,,0,121.9,122,125,
LGR,4/11/2025 11:00,Spring    ,67.2,79.7,12,80,67.7,,0,122.1,122,125,
LGR,4/11/2025 12:00,Spring    ,67.3,79.8,12,80,67.8,,0,122.3,122,125,
LGR,4/11/2025 13:00,Spring    ,67.2,79.7,12,80,67.7,,0,122.3,122,125,
LGR,4/11/2025 14:00,Spring    ,69.4,81.9,12,80,69.9,,0,122.2,122,125,
LGR,4/11/2025 15:00,Spring    ,69.5,82,12,80,70,,0,122.3,122,125,
LGR,4/11/2025 16:00,Spring    ,69.5,82,12,80,70,,0,122.3,122,125,
LGR,4/11/2025 17:00,Spring    ,69.5,82.2,12,80,70.2,,0,122.2,122,125,
LGR,4/11/2025 18:00,Spring    ,69.5,82.2,12,80,70.2,,0,122.3,122,125,
LGR,4/11/2025 19:00,Spring    ,69.4,82,12,80,70,,0,122.4,122,125,
LGR,4/11/2025 20:00,Spring    ,69.4,81.9,12,80,69.9,,0,122.1,122,125,
LGR,4/11/2025 21:00,Spring    ,69.4,81.9,12,80,69.9,,0,122.2,122,125,
LGR,4/11/2025 22:00,Spring    ,69.4,81.9,12,80,69.9,,0,122.3,122,125,
LGR,4/11/2025 23:00,Spring    ,69.5,81.9,12,80,69.9,,0,122,122,125,
LGR,4/12/2025 0:00,Spring    ,69.5,81.9,12,80,69.9,,0,122.2,123,125,
LGR,4/12/2025 1:00,Spring    ,75.9,88.3,12,80,76.3,,0,122.9,123,125,
LGR,4/12/2025 2:00,Spring    ,76,88.4,12,80,76.4,,0,123.2,123,125,
LGR,4/12/2025 3:00,Spring    ,76,88.6,12,80,76.6,,0,123.5,123,125,
LGR,4/12/2025 4:00,Spring    ,76,88.6,12,80,76.6,,0,123.3,123,125,
LGR,4/12/2025 5:00,Spring    ,75.9,88.5,12,80,76.5,,0,123.2,123,125,
LGR,4/12/2025 6:00,Spring    ,75.8,88.3,12,80,76.3,,0,123.3,123,125,
LGR,4/12/2025 7:00,Spring    ,75.8,88.3,12,80,76.3,,0,123.1,123,125,
LGR,4/12/2025 8:00,Spring    ,75.8,88.3,12,80,76.3,,0,123,123,125,
LGR,4/12/2025 9:00,Spring    ,75.7,88.2,12,80,76.2,,0,123.1,123,125,
LGR,4/12/2025 10:00,Spring    ,75.7,88.3,12,80,76.3,,0,123.2,123,125,
LGR,4/12/2025 11:00,Spring    ,75.7,88.3,12,80,76.3,,0,123.1,123,125,
LGR,4/12/2025 12:00,Spring    ,75.8,90,12,80,78,,0,123.1,123,125,
LGR,4/12/2025 13:00,Spring    ,75.6,88.2,12,80,76.2,,0,122.9,123,125,
LGR,4/12/2025 14:00,Spring    ,75.7,88.2,12,80,76.2,,0,123.2,123,125,
LGR,4/12/2025 15:00,Spring    ,75.6,88.1,12,80,76.1,,0,123.3,123,125,
LGR,4/12/2025 16:00,Spring    ,75.6,88.1,12,80,76.1,,0,123.3,123,125,
LGR,4/12/2025 17:00,Spring    ,75.5,88.3,12,80,76.3,,0,123.5,123,125,
LGR,4/12/2025 18:00,Spring    ,75.5,89.8,12,80,77.8,,0,123.4,123,125,
LGR,4/12/2025 19:00,Spring    ,75.6,88.3,12,80,76.3,,0,123,123,125,
LGR,4/12/2025 20:00,Spring    ,75.6,88.1,12,80,76.1,,0,123,123,125,
LGR,4/12/2025 21:00,Spring    ,75.6,88.2,12,80,76.2,,0,123.3,123,125,
LGR,4/12/2025 22:00,Spring    ,75.6,88.3,12,80,76.3,,0,122.9,123,125,
LGR,4/12/2025 23:00,Spring    ,75.7,90.2,12,80,78.2,,0,123,123,125,
LGR,4/13/2025 0:00,Spring    ,75.8,88.3,12,80,76.3,,0,123.1,123,125,
LGR,4/13/2025 1:00,Spring    ,75.8,88.4,12,80,76.4,,0,123.2,123,125,
LGR,4/13/2025 2:00,Spring    ,75.8,88.5,12,80,76.5,,0,123.2,123,125,
LGR,4/13/2025 3:00,Spring    ,75.8,88.3,12,80,76.3,,0,123.1,123,125,
LGR,4/13/2025 4:00,Spring    ,75.8,88.4,12,80,76.4,,0,123.1,123,125,
LGR,4/13/2025 5:00,Spring    ,75.9,88.5,12,80,76.5,,0,122.9,123,125,
LGR,4/13/2025 6:00,Spring    ,76,88.6,12,80,76.6,,0,122.9,123,125,
LGR,4/13/2025 7:00,Spring    ,76.1,88.7,12,80,76.7,,0,122.9,123,125,
LGR,4/13/2025 8:00,Spring    ,76.1,88.7,12,80,76.7,,0,123.2,123,125,
LGR,4/13/2025 9:00,Spring    ,76.3,88.8,12,80,76.8,,0,123.2,123,125,
LGR,4/13/2025 10:00,Spring    ,76.2,88.8,12,80,76.8,,0,123,123,125,
LGR,4/13/2025 11:00,Spring    ,76.3,88.9,12,80,76.9,,0,123,123,125,
LGR,4/13/2025 12:00,Spring    ,76.4,89,12,80,77,,0,123.1,123,125,
LGR,4/13/2025 13:00,Spring    ,76.5,89,12,80,77,,0,123.3,123,125,
LGR,4/13/2025 14:00,Spring    ,76.5,89.1,12,80,77.1,,0,123.3,123,125,
LGR,4/13/2025 15:00,Spring    ,76.6,89.1,12,80,77.1,,0,123.4,123,125,
LGR,4/13/2025 16:00,Spring    ,76.7,89.3,12,80,77.3,,0,123.5,123,125,
LGR,4/13/2025 17:00,Spring    ,80,92.7,12,80,80,,0,123.6,123,125,
LGR,4/13/2025 18:00,Spring    ,80.1,92.7,12,80,80,,0,123.8,123,125,
LGR,4/13/2025 19:00,Spring    ,80.1,92.7,12,80,80,,0,123.7,123,125,
LGR,4/13/2025 20:00,Spring    ,80.1,92.7,12,80,80,,0,123.5,123,125,
LGR,4/13/2025 21:00,Spring    ,80.1,92.8,12,80,80,,0,123.5,123,125,
LGR,4/13/2025 22:00,Spring    ,80.1,92.7,12,80,80,,0,123.3,123,125,
LGR,4/13/2025 23:00,Spring    ,80.2,92.9,12,80,80,,0,123.5,123,125,
LGR,4/14/2025 0:00,Spring    ,80.1,92.7,12,80,80,,0,123.5,124,125,
LGR,4/14/2025 1:00,Spring    ,80.2,92.7,12,80,80,,0,123.5,124,125,
LGR,4/14/2025 2:00,Spring    ,80.1,92.6,12,80,80,,0,123.7,124,125,
LGR,4/14/2025 3:00,Spring    ,80.1,92.5,12,80,80,,0,123.7,124,125,
LGR,4/14/2025 4:00,Spring    ,80.1,92.6,12,80,80,,0,123.7,124,125,
LGR,4/14/2025 5:00,Spring    ,80.1,92.6,12,80,80,,0,123.5,124,125,
LGR,4/14/2025 6:00,Spring    ,80.1,92.7,12,80,80,,0,123.2,124,125,
LGR,4/14/2025 7:00,Spring    ,80.1,92.5,12,80,80,,0,123.2,124,125,
LGR,4/14/2025 8:00,Spring    ,80,92.5,12,80,80,,0,123.2,124,125,
LGR,4/14/2025 9:00,Spring    ,79.9,92.5,12,80,80,,0,123.3,124,125,
LGR,4/14/2025 10:00,Spring    ,79.8,92.3,12,80,80,,0,123.3,124,125,
LGR,4/14/2025 11:00,Spring    ,79.7,92.3,12,80,80,,0,123.4,124,125,
LGR,4/14/2025 12:00,Spring    ,79.6,93.9,12,80,80,,0,123.8,124,125,
LGR,4/14/2025 13:00,Spring    ,79.6,92,12,80,80,,0,123.9,124,125,
LGR,4/14/2025 14:00,Spring    ,79.5,92,12,80,80,,0,123.9,124,125,
LGR,4/14/2025 15:00,Spring    ,79.4,92.2,12,80,80,,0,124,124,125,
LGR,4/14/2025 16:00,Spring    ,79.4,92.2,12,82,80.2,,0,124,124,125,
LGR,4/14/2025 17:00,Spring    ,79.2,91.9,12,82,79.9,,0,124,124,125,
LGR,4/14/2025 18:00,Spring    ,75.7,88.4,12,82,76.4,,0,123.8,124,125,
LGR,4/14/2025 19:00,Spring    ,75.7,88.3,12,82,76.3,,0,123.7,124,125,
LGR,4/14/2025 20:00,Spring    ,75.6,88.2,12,82,76.2,,0,123.8,124,125,
LGR,4/14/2025 21:00,Spring    ,75.6,88.2,12,82,76.2,,0,123.7,124,125,
LGR,4/14/2025 22:00,Spring    ,75.6,88.1,12,82,76.1,,0,123.4,124,125,
LGR,4/14/2025 23:00,Spring    ,75.7,88.2,12,82,76.2,,0,123.6,124,125,
LGR,4/15/2025 0:00,Spring    ,75.7,88.2,12,82,76.2,,0,123.6,124,125,
